side,entry_time,exit_time,entry,exit,units,pnl,pips,reason
short,2025-09-03 03:52:06.042736+00:00,2025-09-03 04:22:06.042736+00:00,1.050201584147978,1.0496690362229855,60000,24.75287549954795,4.125479249924658,tp
short,2025-09-03 09:07:06.042736+00:00,2025-09-03 12:52:06.042736+00:00,1.0516130418080523,1.0522600390457886,67000,-51.38881492833298,-7.669972377363131,sl
short,2025-09-03 13:52:06.042736+00:00,2025-09-03 14:37:06.042736+00:00,1.0525641633504743,1.0518230770540287,62000,38.50735037963016,6.210862964456477,tp
long,2025-09-03 17:07:06.042736+00:00,2025-09-03 18:52:06.042736+00:00,1.050861607825819,1.0520157116388085,47000,48.60287921050252,10.341038129894155,tp
long,2025-09-04 03:37:06.042736+00:00,2025-09-04 04:07:06.042736+00:00,1.0488520687758989,1.0493664902780153,71000,28.00392665026771,3.9442150211644664,tp
long,2025-09-04 05:37:06.042736+00:00,2025-09-04 05:52:06.042736+00:00,1.04876718547366,1.0492081384662264,54000,17.33146159858627,3.209529925664124,tp
short,2025-09-04 08:22:06.042736+00:00,2025-09-04 14:37:06.042736+00:00,1.051008448498614,1.0518050831611092,55000,-50.4149064372384,-9.166346624952435,sl
short,2025-09-04 15:37:06.042736+00:00,2025-09-04 16:22:06.042736+00:00,1.051632958142532,1.050873835068447,55000,35.15176907468048,6.391230740850996,tp
long,2025-09-05 00:07:06.042736+00:00,2025-09-05 00:37:06.042736+00:00,1.0508337275232007,1.0511640051599742,53000,11.144714748996176,2.102776367735127,tp
short,2025-09-05 03:07:06.042736+00:00,2025-09-05 03:22:06.042736+00:00,1.0524405075783896,1.05313633012869,63000,-51.39682066892703,-8.158225503004289,sl
short,2025-09-05 04:07:06.042736+00:00,2025-09-05 04:22:06.042736+00:00,1.0538650682835893,1.054563197531246,62000,-50.72401335471321,-8.181292476566647,sl
short,2025-09-05 09:22:06.042736+00:00,2025-09-05 11:52:06.042736+00:00,1.0549110574465284,1.0538201298668435,60000,58.2556547810925,9.70927579684875,tp
short,2025-09-07 22:22:06.042736+00:00,2025-09-07 22:37:06.042736+00:00,1.0614425583450178,1.0605586875564792,56000,42.77676415816029,7.638707885385766,tp
short,2025-09-08 05:07:06.042736+00:00,2025-09-08 05:22:06.042736+00:00,1.0613930622708947,1.0609187530011566,60000,21.25855618428761,3.543092697381268,tp
long,2025-09-08 07:07:06.042736+00:00,2025-09-08 07:22:06.042736+00:00,1.0604160945042318,1.0607592746298793,57000,12.721267161906983,2.231801256474909,tp
long,2025-09-08 08:37:06.042736+00:00,2025-09-08 08:52:06.042736+00:00,1.0593751902721291,1.0585464577162316,53000,-50.28282546257009,-9.487325558975488,sl
long,2025-09-08 09:37:06.042736+00:00,2025-09-08 14:37:06.042736+00:00,1.0583991915222153,1.0600455990621653,51000,77.84678453745232,15.264075399500456,tp
short,2025-09-09 00:22:06.042736+00:00,2025-09-09 00:52:06.042736+00:00,1.061971986715267,1.061019094003746,53000,44.14331371061256,8.328927115209918,tp
short,2025-09-09 06:52:06.042736+00:00,2025-09-09 07:07:06.042736+00:00,1.0612093588358846,1.060993928963927,55000,5.248642957671406,0.9542987195766195,tp
long,2025-09-09 09:22:06.042736+00:00,2025-09-09 09:37:06.042736+00:00,1.0601129963648257,1.059236582070628,51000,-50.8171290040834,-9.964142941977137,sl
long,2025-09-09 10:07:06.042736+00:00,2025-09-09 19:22:06.042736+00:00,1.0596506406667476,1.0606868940065468,51000,46.72892032975797,9.162533397991758,tp
short,2025-09-10 01:37:06.042736+00:00,2025-09-10 02:37:06.042736+00:00,1.0617457905397683,1.0624212620714064,66000,-52.50112108811862,-7.95471531638161,sl
short,2025-09-10 09:52:06.042736+00:00,2025-09-10 10:07:06.042736+00:00,1.0625871866001741,1.0633749444741445,56000,-50.83444094233907,-9.077578739703405,sl
short,2025-09-10 10:52:06.042736+00:00,2025-09-10 13:37:06.042736+00:00,1.0634982280304754,1.062219176426865,55000,63.747838198578926,11.59051603610526,tp
long,2025-09-10 14:37:06.042736+00:00,2025-09-10 18:22:06.042736+00:00,1.0620302632197713,1.0629510561192868,58000,46.445988171893795,8.007928995154103,tp
short,2025-09-11 05:52:06.042736+00:00,2025-09-11 06:07:06.042736+00:00,1.064603469482281,1.0653611110234225,59000,-51.78085092734499,-8.776415411414405,sl
short,2025-09-11 06:37:06.042736+00:00,2025-09-11 08:37:06.042736+00:00,1.06553792924659,1.0663536530556705,54000,-50.52908569034483,-9.357238090804596,sl
short,2025-09-11 09:07:06.042736+00:00,2025-09-11 19:22:06.042736+00:00,1.066538458094787,1.0651712559480782,56000,69.84332021569412,12.472021467088236,tp
long,2025-09-11 20:07:06.042736+00:00,2025-09-11 20:22:06.042736+00:00,1.0651481091380792,1.0659292138557446,64000,42.310701930582304,6.611047176653485,tp
short,2025-09-12 02:22:06.042736+00:00,2025-09-12 02:37:06.042736+00:00,1.0680463492281267,1.0687221536300573,66000,-52.52309052741973,-7.95804401930602,sl
short,2025-09-12 02:52:06.042736+00:00,2025-09-12 03:07:06.042736+00:00,1.0684511056502666,1.0691580114174433,62000,-51.268157564954834,-8.269057671766909,sl
short,2025-09-12 10:07:06.042736+00:00,2025-09-12 11:07:06.042736+00:00,1.07315583792304,1.0713169045030868,71000,122.04427281667115,17.18933419953115,tp
long,2025-09-12 16:22:06.042736+00:00,2025-09-12 16:37:06.042736+00:00,1.0699915473183683,1.0706313275538628,69000,35.86483624911991,5.197802354944915,tp
long,2025-09-14 23:52:06.042736+00:00,2025-09-15 00:07:06.042736+00:00,1.0661042366616793,1.0670544964475044,61000,50.645846935329914,8.302597858250806,tp
long,2025-09-15 01:37:06.042736+00:00,2025-09-15 03:52:06.042736+00:00,1.0660835150568801,1.0668672751325028,56000,37.170564234867925,6.637600756226415,tp
short,2025-09-15 04:37:06.042736+00:00,2025-09-15 04:52:06.042736+00:00,1.0669697681524044,1.0663868623803583,55000,25.459817462536385,4.629057720461161,tp
short,2025-09-15 10:22:06.042736+00:00,2025-09-15 11:22:06.042736+00:00,1.0682350404125374,1.0689292743198764,65000,-52.925203977036674,-8.142339073390257,sl
short,2025-09-15 11:52:06.042736+00:00,2025-09-15 12:37:06.042736+00:00,1.0689151504733378,1.0696272641846467,63000,-52.42316381245814,-8.321137113088593,sl
short,2025-09-16 02:37:06.042736+00:00,2025-09-16 02:52:06.042736+00:00,1.0694821231544553,1.0693290498242987,64000,2.116693130027733,0.33073330156683345,tp
long,2025-09-16 03:52:06.042736+00:00,2025-09-16 05:52:06.042736+00:00,1.0679578628993809,1.0689841763102264,57000,51.65986441819177,9.063134108454697,tp
long,2025-09-16 08:22:06.042736+00:00,2025-09-16 08:37:06.042736+00:00,1.0674535889515098,1.0683227579132857,50000,37.45844808879562,7.491689617759124,tp
long,2025-09-16 16:37:06.042736+00:00,2025-09-16 17:37:06.042736+00:00,1.0682931048765376,1.0675958267378602,65000,-53.123079014029095,-8.172781386773707,sl
long,2025-09-17 04:22:06.042736+00:00,2025-09-17 07:07:06.042736+00:00,1.0648210335972157,1.064128148587841,65000,-52.83752560934826,-8.128850093745886,sl
long,2025-09-17 07:52:06.042736+00:00,2025-09-17 08:22:06.042736+00:00,1.0634554467329558,1.0646424794340221,65000,69.35712556931264,10.670327010663485,tp
short,2025-09-17 10:37:06.042736+00:00,2025-09-17 13:22:06.042736+00:00,1.0673758947093157,1.0681860318173328,55000,-51.15754094094267,-9.301371080171393,sl
short,2025-09-17 15:07:06.042736+00:00,2025-09-17 16:22:06.042736+00:00,1.0690622075181844,1.0698686816840866,55000,-50.95607912462003,-9.264741659021823,sl
long,2025-09-18 00:22:06.042736+00:00,2025-09-18 00:37:06.042736+00:00,1.0657878187238072,1.0650521003898596,60000,-51.34310003685529,-8.55718333947588,sl
long,2025-09-18 00:52:06.042736+00:00,2025-09-18 01:37:06.042736+00:00,1.065064431220258,1.0643044785546094,58000,-51.03725460761558,-8.799526656485444,sl
short,2025-09-18 05:07:06.042736+00:00,2025-09-18 05:37:06.042736+00:00,1.0665218192482147,1.0671506902681729,70000,-52.42097139707628,-7.488710199582326,sl
short,2025-09-18 06:07:06.042736+00:00,2025-09-18 10:07:06.042736+00:00,1.0672470619487224,1.067896246105488,67000,-51.53533850328946,-7.6918415676551435,sl
short,2025-09-19 01:37:06.042736+00:00,2025-09-19 01:52:06.042736+00:00,1.0716750311251797,1.0722993461970962,70000,-52.10205503415603,-7.443150719165147,sl
short,2025-09-19 02:37:06.042736+00:00,2025-09-19 03:22:06.042736+00:00,1.0719654200537263,1.0715070505879403,68000,23.00912367345037,3.3836946578603486,tp
long,2025-09-19 04:52:06.042736+00:00,2025-09-19 06:07:06.042736+00:00,1.0707754896748285,1.070099654771664,64000,-50.933433802533436,-7.95834903164585,sl
short,2025-09-19 13:07:06.042736+00:00,2025-09-19 17:37:06.042736+00:00,1.0738034075456144,1.0745187679287067,60000,-50.1216229855367,-8.353603830922783,sl
long,2025-09-22 04:37:06.042736+00:00,2025-09-22 05:22:06.042736+00:00,1.0699194226338569,1.069129755554509,54000,-49.12202228478719,-9.09667079347911,sl
long,2025-09-22 06:07:06.042736+00:00,2025-09-22 06:37:06.042736+00:00,1.0685968156346728,1.0678019550288411,54000,-49.40247271491023,-9.148606058316709,sl
short,2025-09-22 14:22:06.042736+00:00,2025-09-22 14:37:06.042736+00:00,1.069016252289617,1.0682904693769646,59000,35.7411918464887,6.057829126523507,tp
short,2025-09-22 20:07:06.042736+00:00,2025-09-22 20:37:06.042736+00:00,1.0684065865536856,1.069025871962344,69000,-51.010693197430285,-7.392854086584099,sl
long,2025-09-23 01:52:06.042736+00:00,2025-09-23 02:37:06.042736+00:00,1.0656470864072982,1.0649286596897451,59000,-49.46717633563094,-8.384267175530667,sl
short,2025-09-23 12:37:06.042736+00:00,2025-09-23 13:52:06.042736+00:00,1.064139077693468,1.062933974515922,52000,56.42536523239008,10.851031775459631,tp
short,2025-09-23 17:37:06.042736+00:00,2025-09-23 19:07:06.042736+00:00,1.0650010803424381,1.0639485048464168,63000,58.752256249344114,9.325754960213352,tp
short,2025-09-23 23:52:06.042736+00:00,2025-09-24 01:52:06.042736+00:00,1.064432924813996,1.0651581073987275,59000,-49.86577249915383,-8.451825847314208,sl
long,2025-09-24 03:52:06.042736+00:00,2025-09-24 06:52:06.042736+00:00,1.0641499350757027,1.0645724065676485,65000,19.66064697648043,3.0247149194585274,tp
short,2025-09-24 09:22:06.042736+00:00,2025-09-24 10:07:06.042736+00:00,1.0648728521149737,1.0656024746980626,58000,-49.27810981915274,-8.496225830888402,sl
long,2025-09-24 17:37:06.042736+00:00,2025-09-24 18:37:06.042736+00:00,1.062168900808288,1.0612785028737441,47000,-47.488702923559465,-10.103979345438184,sl
short,2025-09-24 22:22:06.042736+00:00,2025-09-24 23:37:06.042736+00:00,1.0627030126110986,1.061669446207313,58000,52.98685141955847,9.135664037854909,tp
long,2025-09-25 01:37:06.042736+00:00,2025-09-25 05:37:06.042736+00:00,1.0602697724438226,1.0596026106409866,63000,-49.59119357866747,-7.871618028359916,sl
long,2025-09-25 11:22:06.042736+00:00,2025-09-25 11:37:06.042736+00:00,1.0589738988828545,1.0594047911254676,54000,16.788181101105067,3.108922426130568,tp
long,2025-09-25 16:37:06.042736+00:00,2025-09-25 17:22:06.042736+00:00,1.0578615560867735,1.0571243274948754,57000,-48.86202973818969,-8.572285918980647,sl
long,2025-09-25 17:52:06.042736+00:00,2025-09-25 18:07:06.042736+00:00,1.0570483270586402,1.0563394732662548,59000,-48.90237375073794,-8.288537923853887,sl
short,2025-09-26 00:22:06.042736+00:00,2025-09-26 01:52:06.042736+00:00,1.056321026192838,1.0559123941225719,58000,16.740660075433254,2.886320702660906,tp
long,2025-09-26 05:37:06.042736+00:00,2025-09-26 06:52:06.042736+00:00,1.0556715326154258,1.0548789179177467,52000,-47.45596427931351,-9.126146976791059,sl
long,2025-09-26 10:37:06.042736+00:00,2025-09-26 11:37:06.042736+00:00,1.0536931191715397,1.0548448182909809,51000,52.61665509149761,10.316991194411298,tp
short,2025-09-26 14:52:06.042736+00:00,2025-09-26 18:52:06.042736+00:00,1.0569852652116867,1.0577569809498657,54000,-48.1526498616673,-8.91715738179024,sl
short,2025-09-28 23:07:06.042736+00:00,2025-09-29 01:07:06.042736+00:00,1.0543942922116079,1.0550879498731707,60000,-48.819459693769126,-8.136576615628186,sl
short,2025-09-29 02:07:06.042736+00:00,2025-09-29 02:22:06.042736+00:00,1.0554114987769039,1.0561295856071529,57000,-47.77094932419227,-8.380868302489873,sl
short,2025-09-29 04:07:06.042736+00:00,2025-09-29 06:37:06.042736+00:00,1.057234083103263,1.0579943755662635,54000,-47.53579300203121,-8.80292463000578,sl
short,2025-09-29 07:37:06.042736+00:00,2025-09-29 22:07:06.042736+00:00,1.0590702777493892,1.0598948133130903,49000,-46.28224262135395,-9.445355637011009,sl
long,2025-09-30 00:22:06.042736+00:00,2025-09-30 00:37:06.042736+00:00,1.0590948968651654,1.0584568644198284,63000,-47.756044056231005,-7.580324453370001,sl
short,2025-09-30 08:22:06.042736+00:00,2025-09-30 09:37:06.042736+00:00,1.0591583843859371,1.0583439873107827,57000,39.58063328380108,6.943970751544049,tp
long,2025-09-30 14:37:06.042736+00:00,2025-09-30 15:07:06.042736+00:00,1.057095050346477,1.0563762056332227,56000,-46.9753039422493,-8.388447132544517,sl
long,2025-09-30 15:52:06.042736+00:00,2025-09-30 20:07:06.042736+00:00,1.0569260783121357,1.0561256925217393,50000,-46.01928951982148,-9.203857903964295,sl
short,2025-10-01 05:07:06.042736+00:00,2025-10-01 07:07:06.042736+00:00,1.0581762187280943,1.0589263674289005,53000,-46.117881142725494,-8.701487008061413,sl
short,2025-10-01 09:07:06.042736+00:00,2025-10-01 10:37:06.042736+00:00,1.0590458781377288,1.0585560110146148,59000,21.822160263722502,3.6986712311394063,tp
long,2025-10-01 12:52:06.042736+00:00,2025-10-01 13:22:06.042736+00:00,1.0584498314651476,1.0577675694751776,58000,-46.53119541826071,-8.022619899700121,sl
long,2025-10-01 14:07:06.042736+00:00,2025-10-01 15:07:06.042736+00:00,1.0581829985752385,1.0575081176669954,59000,-46.897973586341756,-7.948809082430807,sl
long,2025-10-02 01:22:06.042736+00:00,2025-10-02 16:52:06.042736+00:00,1.0570650723701485,1.0589958435889681,44000,79.67393362806602,18.107712188196825,tp
short,2025-10-02 17:22:06.042736+00:00,2025-10-02 17:37:06.042736+00:00,1.0585582423101807,1.059225512202097,60000,-47.23619351498067,-7.872698919163445,sl
short,2025-10-02 18:07:06.042736+00:00,2025-10-02 18:52:06.042736+00:00,1.0590323768743275,1.059674786321935,62000,-47.26938575165917,-7.6240944760740605,sl
short,2025-10-02 19:52:06.042736+00:00,2025-10-02 22:22:06.042736+00:00,1.0603912884145823,1.0610560900184038,59000,-46.30329462547091,-7.84801603821541,sl
short,2025-10-03 00:07:06.042736+00:00,2025-10-03 00:22:06.042736+00:00,1.0621648101872034,1.0628416684956965,58000,-46.21778189259788,-7.9685830849306685,sl
short,2025-10-03 00:52:06.042736+00:00,2025-10-03 12:07:06.042736+00:00,1.0630569674657864,1.063786545331464,53000,-45.02762688091985,-8.495778656777329,sl
short,2025-10-03 13:22:06.042736+00:00,2025-10-03 14:37:06.042736+00:00,1.0651087505263193,1.0634317734334744,60000,93.41862557069202,15.56977092844867,tp
long,2025-10-03 17:22:06.042736+00:00,2025-10-03 22:07:06.042736+00:00,1.061284726218424,1.063411107050604,53000,106.33818410554456,20.06380832180086,tp
long,2025-10-06 02:37:06.042736+00:00,2025-10-06 03:07:06.042736+00:00,1.061661249161536,1.060918545127973,53000,-45.72331377884028,-8.627040335630241,sl
long,2025-10-06 04:07:06.042736+00:00,2025-10-06 06:52:06.042736+00:00,1.0610605819441665,1.0620574538050422,48000,42.08984932203429,8.768718608757144,tp
long,2025-10-06 10:07:06.042736+00:00,2025-10-06 10:22:06.042736+00:00,1.060898068075333,1.0602247392373505,59000,-46.80640144097017,-7.933288379825453,sl
long,2025-10-06 10:37:06.042736+00:00,2025-10-06 11:37:06.042736+00:00,1.0605996929681525,1.0598820486375313,55000,-46.07043818416374,-8.376443306211588,sl
long,2025-10-07 00:22:06.042736+00:00,2025-10-07 00:37:06.042736+00:00,1.0634043636712156,1.0626808328955764,54000,-45.55066188451936,-8.435307756392472,sl
long,2025-10-07 01:22:06.042736+00:00,2025-10-07 01:52:06.042736+00:00,1.0623252337466702,1.061561047565795,51000,-45.093495224632555,-8.841861808751482,sl
long,2025-10-07 01:52:06.042736+00:00,2025-10-07 02:07:06.042736+00:00,1.0619834918668893,1.0612278667775177,51000,-44.65687955795459,-8.756250893716587,sl
long,2025-10-07 02:37:06.042736+00:00,2025-10-07 08:37:06.042736+00:00,1.0607237816480988,1.0629233085616319,49000,101.8968187631214,20.795269135330898,tp
long,2025-10-08 01:37:06.042736+00:00,2025-10-08 01:52:06.042736+00:00,1.0630252817418508,1.062309764541424,54000,-45.117928823055394,-8.355172004269516,sl
long,2025-10-08 11:52:06.042736+00:00,2025-10-08 12:22:06.042736+00:00,1.0618513304848995,1.0611176005259213,53000,-45.24768782584706,-8.537299589782464,sl
long,2025-10-08 13:07:06.042736+00:00,2025-10-08 13:22:06.042736+00:00,1.0612010232133702,1.0604802830474007,53000,-44.55922879638127,-8.407401659694578,sl
long,2025-10-08 13:52:06.042736+00:00,2025-10-08 14:52:06.042736+00:00,1.0605923601668714,1.0598546459625329,52000,-44.60113862560442,-8.577142043385464,sl
short,2025-10-09 03:07:06.042736+00:00,2025-10-09 04:07:06.042736+00:00,1.0617998529976387,1.0626050454403808,47000,-43.48404480888015,-9.251924427421308,sl
short,2025-10-09 10:07:06.042736+00:00,2025-10-09 10:22:06.042736+00:00,1.0641198996576469,1.0648189802285304,54000,-44.230350827710396,-8.190805708835256,sl
short,2025-10-09 11:07:06.042736+00:00,2025-10-09 13:07:06.042736+00:00,1.0647112473053433,1.0634509600170485,52000,59.294938991326894,11.40287288294748,tp
long,2025-10-09 14:22:06.042736+00:00,2025-10-09 16:07:06.042736+00:00,1.0626473531230891,1.0619792395159164,57000,-44.92247560884226,-7.881136071726712,sl
long,2025-10-10 00:07:06.042736+00:00,2025-10-10 00:22:06.042736+00:00,1.0593922853028461,1.0586557862296915,51000,-43.68145273088718,-8.564990731546505,sl
long,2025-10-10 00:52:06.042736+00:00,2025-10-10 03:52:06.042736+00:00,1.0586464279268137,1.0578681980875888,48000,-43.11503228279668,-8.982298392249309,sl
long,2025-10-10 05:22:06.042736+00:00,2025-10-10 05:37:06.042736+00:00,1.0575377092006992,1.0568459867044746,54000,-43.83301479612963,-8.117224962246226,sl
long,2025-10-10 05:52:06.042736+00:00,2025-10-10 09:07:06.042736+00:00,1.0570435213962024,1.058027713767408,51000,44.073810931480786,8.641923712055057,tp
long,2025-10-13 00:07:06.042736+00:00,2025-10-13 00:22:06.042736+00:00,1.0497548320662982,1.0489135962159777,44000,-42.294377414100964,-9.612358503204764,sl
long,2025-10-13 00:52:06.042736+00:00,2025-10-13 01:07:06.042736+00:00,1.049001420395682,1.0482073706020376,47000,-42.96034030128118,-9.140497936442802,sl
long,2025-10-13 01:37:06.042736+00:00,2025-10-13 03:52:06.042736+00:00,1.048979097811417,1.048136044062909,44000,-42.3743649343527,-9.630537485080158,sl
long,2025-10-13 06:37:06.042736+00:00,2025-10-13 06:52:06.042736+00:00,1.046954778734219,1.0462035283470064,49000,-42.691268973421685,-8.712503872126874,sl
long,2025-10-14 07:52:06.042736+00:00,2025-10-14 08:22:06.042736+00:00,1.0437242062858196,1.0447126794047201,51000,44.29212906392501,8.684731189004903,tp
short,2025-10-14 12:22:06.042736+00:00,2025-10-14 13:37:06.042736+00:00,1.0450201293694115,1.044215303798357,43000,29.447499555340702,6.84825571054435,tp
long,2025-10-14 16:07:06.042736+00:00,2025-10-15 01:07:06.042736+00:00,1.0426741722749233,1.0440463915353384,47000,58.85430523950906,12.522192604150863,tp
short,2025-10-15 02:37:06.042736+00:00,2025-10-15 03:07:06.042736+00:00,1.0444043292795706,1.0451571216988433,49000,-42.76682854436376,-8.727924192727297,sl
short,2025-10-15 04:22:06.042736+00:00,2025-10-15 07:37:06.042736+00:00,1.0468743669419749,1.0476821216820116,46000,-42.676718041687856,-9.277547400366924,sl
short,2025-10-15 08:22:06.042736+00:00,2025-10-15 11:22:06.042736+00:00,1.0479233116784552,1.046711632732085,51000,55.67562626488577,10.916789463703093,tp
long,2025-10-15 12:22:06.042736+00:00,2025-10-15 12:37:06.042736+00:00,1.0467482459879005,1.0474152431093733,56000,30.631838802475613,5.469971214727788,tp
short,2025-10-16 01:07:06.042736+00:00,2025-10-16 01:22:06.042736+00:00,1.0510228747899948,1.0517539020938522,51000,-43.402392496729156,-8.510273038574343,sl
long,2025-10-16 07:52:06.042736+00:00,2025-10-16 08:07:06.042736+00:00,1.0501932454638536,1.0508481499983848,54000,28.884844864685274,5.349045345312088,tp
short,2025-10-16 11:37:06.042736+00:00,2025-10-16 12:22:06.042736+00:00,1.0508862475184546,1.0502191292739338,44000,24.07320275891584,5.471182445208146,tp
short,2025-10-16 16:22:06.042736+00:00,2025-10-16 17:37:06.042736+00:00,1.051461598690209,1.0507659332763237,40000,23.026616555408634,5.756654138852158,tp
long,2025-10-17 03:07:06.042736+00:00,2025-10-17 04:07:06.042736+00:00,1.0488506686781478,1.0480874818007055,49000,-43.276156994670586,-8.831868774422567,sl
long,2025-10-17 05:22:06.042736+00:00,2025-10-17 07:22:06.042736+00:00,1.0466894017222612,1.0458976524636152,47000,-42.852215156362085,-9.117492586460017,sl
long,2025-10-17 16:22:06.042736+00:00,2025-10-17 17:07:06.042736+00:00,1.0439776347677099,1.043273869145607,52000,-42.835812349353276,-8.237656221029475,sl
long,2025-10-17 17:52:06.042736+00:00,2025-10-17 19:37:06.042736+00:00,1.043374477609516,1.0427292821580172,57000,-43.616140735429894,-7.651954514987701,sl
long,2025-10-19 23:07:06.042736+00:00,2025-10-19 23:22:06.042736+00:00,1.041113806876122,1.0418228355361194,41000,24.150175059890735,5.89028659997335,tp
long,2025-10-20 03:07:06.042736+00:00,2025-10-20 04:22:06.042736+00:00,1.0401782895798715,1.0412054840835634,48000,43.54533617721267,9.071945036919306,tp
long,2025-10-20 07:07:06.042736+00:00,2025-10-20 11:07:06.042736+00:00,1.0389597038839637,1.0382065647807874,49000,-42.78381605563942,-8.731391031763145,sl
long,2025-10-20 11:52:06.042736+00:00,2025-10-20 12:07:06.042736+00:00,1.0383089632324614,1.039107587714772,48000,32.573975150909085,6.786244823106059,tp
short,2025-10-20 18:37:06.042736+00:00,2025-10-20 18:52:06.042736+00:00,1.040692698456971,1.0413921326104694,52000,-42.61057598190996,-8.194341534982684,sl
long,2025-10-21 07:07:06.042736+00:00,2025-10-21 07:52:06.042736+00:00,1.0385135641292653,1.0388347538392178,45000,9.053536947859335,2.0118970995242966,tp
long,2025-10-21 09:07:06.042736+00:00,2025-10-21 10:07:06.042736+00:00,1.0375650701411996,1.0368180060066043,49000,-42.486142595166925,-8.670641345952433,sl
long,2025-10-21 10:37:06.042736+00:00,2025-10-21 10:52:06.042736+00:00,1.0371643790695062,1.0381166606521106,50000,41.61407913022042,8.322815826044085,tp
long,2025-10-21 13:37:06.042736+00:00,2025-10-21 13:52:06.042736+00:00,1.0371941681816148,1.0374375539972311,53000,6.539448227665866,1.233858156163371,tp
short,2025-10-22 01:22:06.042736+00:00,2025-10-22 01:37:06.042736+00:00,1.0395616919810728,1.0389255212535633,52000,26.84087783049629,5.1617072750954405,tp
long,2025-10-22 09:22:06.042736+00:00,2025-10-22 10:37:06.042736+00:00,1.0386678209786804,1.0379716224466233,53000,-43.25852219902345,-8.161985320570462,sl
short,2025-10-22 13:22:06.042736+00:00,2025-10-22 15:07:06.042736+00:00,1.0394387284736692,1.0401645170367708,50000,-42.28942815507852,-8.457885631015703,sl
long,2025-10-22 19:07:06.042736+00:00,2025-10-22 19:37:06.042736+00:00,1.0394041123218742,1.0386972538327732,51000,-42.16978294415173,-8.268584891010143,sl
long,2025-10-23 09:37:06.042736+00:00,2025-10-23 10:07:06.042736+00:00,1.0363903084110404,1.0369152995960942,49000,19.844568067635233,4.049911850537803,tp
long,2025-10-23 12:52:06.042736+00:00,2025-10-23 14:07:06.042736+00:00,1.035935315769732,1.0351300315254903,45000,-41.63779099087399,-9.25284244241644,sl
long,2025-10-23 18:07:06.042736+00:00,2025-10-23 18:52:06.042736+00:00,1.0344261617111217,1.0336623731977115,47000,-41.538060130278964,-8.837885134101906,sl
short,2025-10-23 23:22:06.042736+00:00,2025-10-23 23:37:06.042736+00:00,1.0349435086137946,1.0355463959674491,59000,-42.65035386561824,-7.228873536545465,sl
short,2025-10-24 00:52:06.042736+00:00,2025-10-24 02:07:06.042736+00:00,1.0368467682219242,1.0375029545827035,54000,-41.914063482079115,-7.761863607792429,sl
short,2025-10-24 06:52:06.042736+00:00,2025-10-24 10:52:06.042736+00:00,1.038641699885339,1.0393637910835047,49000,-41.262468710124075,-8.420911981657973,sl
short,2025-10-24 11:37:06.042736+00:00,2025-10-24 12:37:06.042736+00:00,1.0393940798748198,1.0384647620330594,50000,40.46589208802121,8.093178417604243,tp
long,2025-10-26 23:22:06.042736+00:00,2025-10-26 23:37:06.042736+00:00,1.0380346986633122,1.0372082893237269,43000,-40.69560160216929,-9.464093395853322,sl
long,2025-10-27 00:07:06.042736+00:00,2025-10-27 04:37:06.042736+00:00,1.0372374120214936,1.0390368234439147,42000,70.53527974168732,16.794114224211267,tp
short,2025-10-27 06:07:06.042736+00:00,2025-10-27 08:07:06.042736+00:00,1.0393800981692796,1.0381782342479269,51000,55.175059988986995,10.818639213526861,tp
long,2025-10-27 11:52:06.042736+00:00,2025-10-27 12:37:06.042736+00:00,1.0380707780712393,1.0373147224477341,47000,-41.174614304740366,-8.76055623505114,sl
long,2025-10-27 14:22:06.042736+00:00,2025-10-27 15:22:06.042736+00:00,1.0364601097942467,1.0377475291759821,54000,63.04064661371038,11.674193817353775,tp
long,2025-10-28 06:22:06.042736+00:00,2025-10-28 06:37:06.042736+00:00,1.0356065191079016,1.0347908531421917,44000,-41.169302491236564,-9.356659657099218,sl
long,2025-10-28 06:52:06.042736+00:00,2025-10-28 18:52:06.042736+00:00,1.0348273524214207,1.0363416962181338,42000,58.56243946195077,13.943437967131135,tp
short,2025-10-29 03:07:06.042736+00:00,2025-10-29 03:52:06.042736+00:00,1.0367224922089282,1.0358984298027216,48000,33.79499549791597,7.0406240620658265,tp
short,2025-10-29 08:37:06.042736+00:00,2025-10-29 10:22:06.042736+00:00,1.0372039431446898,1.03803189687883,43000,-40.76201056803036,-9.47953734140241,sl
short,2025-10-29 14:07:06.042736+00:00,2025-10-29 18:37:06.042736+00:00,1.0399544797232523,1.0406698778630799,50000,-41.769906991378605,-8.353981398275721,sl
short,2025-10-29 19:37:06.042736+00:00,2025-10-29 19:52:06.042736+00:00,1.0406027249887613,1.0411869955095496,61000,-42.960501768089635,-7.0427052078835475,sl
short,2025-10-30 04:37:06.042736+00:00,2025-10-30 05:22:06.042736+00:00,1.0446272034713349,1.0452912319233127,53000,-41.553507954827786,-7.840284519778828,sl
short,2025-10-30 05:52:06.042736+00:00,2025-10-30 07:22:06.042736+00:00,1.0455366488343132,1.0462179699906413,52000,-41.66870012906274,-8.013211563281295,sl
short,2025-10-30 10:37:06.042736+00:00,2025-10-30 13:07:06.042736+00:00,1.047065252735167,1.0460389819277052,40000,36.2508322984704,9.0627080746176,tp
short,2025-10-30 15:22:06.042736+00:00,2025-10-30 16:52:06.042736+00:00,1.0479548020268152,1.048741874886402,45000,-40.81827868140057,-9.070728595866793,sl
